,PITCH_RESULT_KEY
201840,InPlay
60559,StrikeSwinging
95821,BallCalled
26873,BallCalled
173622,BallCalled
151488,BallCalled
162365,StrikeCalled
182680,BallCalled
160500,BallCalled
176786,InPlay
12207,FoulBall
96149,BallCalled
220744,BallCalled
152358,FoulBall
139327,StrikeCalled
166977,InPlay
111829,StrikeCalled
94526,BallCalled
185350,BallCalled
227507,StrikeCalled
201323,InPlay
251218,FoulBall
201793,StrikeCalled
150604,BallCalled
162707,BallCalled
120051,StrikeCalled
2300,StrikeCalled
132696,FoulBall
182182,StrikeCalled
55926,StrikeCalled
251784,FoulBall
226788,StrikeSwinging
79013,BallCalled
190401,BallCalled
204777,BallCalled
58282,BallCalled
107680,BallCalled
253029,FoulBall
254890,InPlay
31266,BallCalled
33572,InPlay
98436,FoulBall
40415,BallCalled
13735,FoulBall
42389,FoulBall
58568,StrikeCalled
122398,BallCalled
176064,StrikeCalled
163787,StrikeCalled
192670,BallCalled
137409,StrikeCalled
94117,StrikeSwinging
143173,InPlay
80564,BallCalled
77015,BallCalled
265149,StrikeCalled
229634,InPlay
150425,FoulBall
162010,InPlay
234286,BallCalled
39239,BallCalled
71343,StrikeCalled
131355,BallCalled
179804,BallCalled
177647,StrikeSwinging
117754,StrikeSwinging
253465,StrikeCalled
200788,InPlay
96943,InPlay
63305,BallCalled
56774,BallCalled
249137,BallCalled
181965,BallCalled
118359,BallCalled
125635,BallCalled
251237,StrikeCalled
89920,BallCalled
62411,StrikeCalled
155502,BallCalled
44094,InPlay
87627,InPlay
195955,BallCalled
220303,StrikeSwinging
181138,BallCalled
169026,BallCalled
235444,BallCalled
18462,StrikeCalled
151394,InPlay
264066,BallCalled
189623,BallCalled
27292,StrikeCalled
133293,StrikeSwinging
225499,StrikeCalled
120643,BallCalled
197040,InPlay
68181,InPlay
49546,BallCalled
191049,BallCalled
50031,FoulBall
143691,BallCalled
124611,StrikeCalled
187033,BallCalled
201805,BallCalled
240553,StrikeSwinging
159695,FoulBall
2384,StrikeSwinging
213353,InPlay
54762,InPlay
168253,BallCalled
85903,BallCalled
188491,StrikeCalled
221417,BallCalled
114464,StrikeCalled
193337,StrikeSwinging
179454,BallCalled
266195,InPlay
221679,BallCalled
218303,StrikeCalled
215774,StrikeCalled
146844,InPlay
228644,StrikeSwinging
77472,StrikeCalled
240453,InPlay
211906,BallCalled
178103,InPlay
170868,InPlay
72748,BallCalled
91050,BallCalled
236046,BallCalled
37170,BallCalled
76995,FoulBall
196814,BallCalled
219366,BallCalled
3184,InPlay
174069,StrikeSwinging
12334,FoulBall
21564,BallCalled
123126,FoulBall
257586,StrikeSwinging
16463,FoulBall
242238,InPlay
25706,BallCalled
222159,BallCalled
100430,InPlay
135471,InPlay
221307,FoulBall
244153,StrikeSwinging
49242,BallCalled
130720,BallCalled
58491,StrikeCalled
31759,BallCalled
64454,InPlay
125577,StrikeCalled
185753,StrikeCalled
154374,InPlay
214198,BallCalled
245450,StrikeCalled
91127,BallCalled
155151,StrikeCalled
111117,StrikeCalled
262368,FoulBall
58073,BallCalled
159434,BallCalled
262735,BallCalled
65698,InPlay
232834,StrikeSwinging
165868,BallCalled
174282,BallCalled
141119,InPlay
209977,InPlay
179361,FoulBall
193612,InPlay
3785,BallCalled
138985,StrikeCalled
192875,FoulBall
194988,BallCalled
189071,StrikeCalled
30597,FoulBall
8691,BallCalled
94836,InPlay
97074,BallCalled
255526,StrikeSwinging
196340,StrikeCalled
95745,StrikeCalled
16786,FoulBall
72363,StrikeCalled
142637,StrikeSwinging
1102,InPlay
71868,FoulBall
216869,FoulBall
109987,BallCalled
199017,BallCalled
169905,StrikeSwinging
194566,InPlay
23626,StrikeCalled
51182,BallCalled
122149,FoulBall
155025,BallCalled
212509,BallCalled
176806,FoulBall
142692,InPlay
256445,BallCalled
4459,BallCalled
4555,InPlay
43081,BallCalled
45254,BallCalled
35951,BallCalled
248345,StrikeCalled
175084,FoulBall
260938,FoulBall
3841,FoulBall
234301,StrikeCalled
39635,StrikeCalled
169230,FoulBall
131152,BallCalled
98140,BallCalled
139532,StrikeSwinging
14481,StrikeCalled
60500,FoulBall
193847,StrikeCalled
240216,BallCalled
198062,StrikeCalled
145196,InPlay
266800,StrikeCalled
209905,BallCalled
126357,StrikeSwinging
146090,StrikeCalled
206999,InPlay
109125,BallCalled
110997,StrikeCalled
103747,BallCalled
72268,StrikeCalled
9877,BallCalled
141385,BallCalled
262761,StrikeCalled
80763,StrikeCalled
73200,InPlay
87528,BallCalled
12506,BallCalled
239169,FoulBall
64013,BallCalled
65370,BallCalled
130432,BallCalled
118008,InPlay
223320,InPlay
192236,InPlay
112408,InPlay
216418,InPlay
180917,BallCalled
193643,BallCalled
24814,StrikeCalled
38961,InPlay
23578,StrikeCalled
1722,BallCalled
188619,FoulBall
117873,BallCalled
11222,BallCalled
264514,InPlay
82764,FoulBall
205600,BallCalled
102415,InPlay
68212,BallCalled
170957,BallCalled
163761,BallCalled
133044,StrikeCalled
53175,BallCalled
263103,BallCalled
102235,InPlay
193533,StrikeCalled
173015,BallCalled
172091,StrikeCalled
228271,BallCalled
199913,FoulBall
4713,InPlay
144587,BallCalled
46035,BallCalled
35756,BallCalled
36379,InPlay
199606,BallCalled
83430,StrikeCalled
249763,InPlay
233413,BallCalled
31162,BallCalled
156463,FoulBall
180556,StrikeCalled
106684,BallCalled
215625,StrikeSwinging
88985,StrikeCalled
146584,StrikeCalled
195254,StrikeSwinging
227224,FoulBall
155056,InPlay
115187,StrikeCalled
116979,StrikeCalled
322,BallCalled
194849,InPlay
42376,BallCalled
245081,BallCalled
29757,BallCalled
199979,BallCalled
131677,StrikeCalled
182524,InPlay
219219,InPlay
158748,BallCalled
254617,FoulBall
222657,StrikeCalled
112013,InPlay
244928,StrikeSwinging
13100,StrikeSwinging
245513,StrikeCalled
133509,BallCalled
113201,BallCalled
267207,FoulBall
77354,BallCalled
195964,StrikeSwinging
188427,BallCalled
91697,StrikeCalled
162022,BallCalled
224413,StrikeCalled
186456,BallCalled
215292,StrikeSwinging
47991,BallCalled
85765,InPlay
246556,BallCalled
136334,StrikeCalled
69551,FoulBall
77268,BallCalled
133235,BallCalled
71599,BallCalled
147598,StrikeCalled
112145,FoulBall
192218,StrikeSwinging
101381,BallCalled
232310,FoulBall
80475,FoulBall
82085,BallCalled
155552,BallCalled
70138,BallCalled
57696,BallCalled
65819,StrikeSwinging
203875,StrikeSwinging
147814,StrikeSwinging
247314,InPlay
162187,InPlay
115502,InPlay
53011,FoulBall
2420,BallCalled
14109,StrikeSwinging
120958,StrikeSwinging
142601,StrikeCalled
250313,BallCalled
61611,StrikeSwinging
10419,StrikeCalled
21848,InPlay
17336,FoulBall
27048,InPlay
112096,InPlay
27761,StrikeCalled
23789,StrikeCalled
73751,InPlay
165574,InPlay
57070,InPlay
69070,BallCalled
220178,StrikeCalled
160672,BallCalled
42614,BallCalled
157174,FoulBall
132544,InPlay
122008,FoulBall
163889,FoulBall
42334,InPlay
83374,FoulBall
133538,BallCalled
37472,BallCalled
252430,StrikeSwinging
187557,FoulBall
7533,InPlay
15732,StrikeCalled
87459,BallCalled
3712,BallCalled
173716,StrikeCalled
256004,StrikeSwinging
198247,StrikeCalled
114524,BallCalled
235510,BallCalled
189048,FoulBall
200053,StrikeCalled
148630,FoulBall
166724,BallCalled
143076,InPlay
161608,FoulBall
58727,StrikeSwinging
221480,StrikeSwinging
180112,InPlay
111843,FoulBall
81047,BallCalled
227503,InPlay
64227,BallCalled
79914,BallCalled
161275,StrikeSwinging
79613,StrikeSwinging
257981,InPlay
7553,BallCalled
163041,BallCalled
233486,InPlay
51778,BallCalled
208319,BallCalled
21744,FoulBall
201812,BallCalled
17513,InPlay
125932,BallCalled
74801,InPlay
74007,StrikeCalled
201599,BallCalled
170714,FoulBall
63627,StrikeCalled
244586,BallCalled
183235,BallCalled
42459,StrikeCalled
267083,StrikeCalled
14616,StrikeCalled
79688,InPlay
35506,BallCalled
37480,FoulBall
53180,StrikeSwinging
216537,BallCalled
150304,BallCalled
207885,BallCalled
229914,StrikeSwinging
24309,StrikeCalled
155875,FoulBall
205665,FoulBall
99842,InPlay
40128,InPlay
230902,FoulBall
176703,InPlay
241318,BallCalled
12493,BallCalled
259303,FoulBall
238825,StrikeCalled
202663,FoulBall
254533,InPlay
12290,InPlay
240690,FoulBall
95905,StrikeSwinging
214741,StrikeSwinging
190995,StrikeCalled
256662,BallCalled
205667,HitByPitch
192221,InPlay
140284,BallCalled
44636,InPlay
47536,StrikeSwinging
28115,BallCalled
121342,BallCalled
200593,FoulBall
130379,StrikeSwinging
192676,BallCalled
254464,StrikeCalled
73189,InPlay
195204,FoulBall
60023,InPlay
108229,BallCalled
100964,StrikeCalled
181453,StrikeCalled
176187,FoulBall
80080,BallCalled
179670,BallCalled
105973,StrikeCalled
28202,InPlay
44239,StrikeCalled
188673,InPlay
166692,StrikeSwinging
25692,FoulBall
253566,BallCalled
94956,FoulBall
157345,BallCalled
154465,InPlay
19820,BallCalled
50690,FoulBall
228519,StrikeSwinging
135431,InPlay
97176,BallCalled
25764,InPlay
125719,BallCalled
267194,InPlay
75859,StrikeCalled
20269,BallCalled
204151,FoulBall
7612,BallCalled
5221,BallCalled
55164,BallCalled
213490,BallCalled
87789,FoulBall
152437,FoulBall
99554,FoulBall
133832,BallCalled
109390,StrikeCalled
31655,InPlay
148825,BallCalled
9697,BallCalled
190174,BallCalled
155375,InPlay
242906,InPlay
209022,BallCalled
207429,InPlay
77700,InPlay
154151,BallCalled
107725,FoulBall
144356,InPlay
21131,BallCalled
190553,StrikeCalled
187169,StrikeSwinging
199802,InPlay
59658,StrikeSwinging
11375,BallCalled
229120,BallCalled
33545,InPlay
251566,InPlay
3670,InPlay
174926,InPlay
236860,StrikeCalled
171234,FoulBall
170279,InPlay
87985,StrikeCalled
111093,FoulBall
137929,StrikeSwinging
157996,FoulBall
8040,BallCalled
21145,StrikeSwinging
29855,InPlay
53568,StrikeCalled
106217,InPlay
30209,InPlay
131669,InPlay
214010,BallCalled
135009,StrikeCalled
43391,FoulBall
177106,InPlay
179360,FoulBall
262505,BallCalled
199005,BallCalled
38937,BallCalled
215725,InPlay
252330,BallCalled
256961,StrikeCalled
146962,StrikeCalled
151808,FoulBall
243668,InPlay
93570,BallCalled
233909,StrikeCalled
74576,BallCalled
138943,FoulBall
17712,InPlay
144572,BallCalled
179293,StrikeCalled
28050,BallCalled
217631,BallCalled
85384,StrikeCalled
19950,InPlay
248070,StrikeCalled
248599,FoulBall
134352,BallCalled
46759,BallCalled
184785,StrikeCalled
81756,InPlay
199927,FoulBall
147172,InPlay
63160,BallCalled
28726,FoulBall
7417,StrikeCalled
124758,StrikeCalled
267579,StrikeSwinging
169285,BallCalled
66195,StrikeSwinging
228451,BallCalled
108060,StrikeSwinging
123849,InPlay
171248,InPlay
39108,BallCalled
144597,BallCalled
204647,BallCalled
96001,BallCalled
149995,InPlay
21522,FoulBall
250628,BallCalled
80731,InPlay
16307,InPlay
70231,BallCalled
131834,StrikeCalled
252599,FoulBall
80032,FoulBall
26595,FoulBall
129060,BallCalled
194540,FoulBall
110342,FoulBall
14348,BallCalled
64705,InPlay
186955,BallCalled
245429,FoulBall
23305,FoulBall
267074,InPlay
220081,BallCalled
27199,FoulBall
252595,StrikeSwinging
157846,BallCalled
819,BallCalled
31146,BallCalled
215525,FoulBall
211694,StrikeSwinging
153967,BallCalled
255103,FoulBall
219971,FoulBall
129442,BallCalled
229925,StrikeSwinging
241833,InPlay
202872,StrikeSwinging
168617,StrikeSwinging
177230,BallCalled
132413,InPlay
240727,StrikeCalled
39871,BallCalled
222304,StrikeCalled
86719,BallCalled
86872,BallCalled
52595,BallCalled
44637,StrikeCalled
73795,BallCalled
151147,StrikeSwinging
196287,BallCalled
254908,StrikeCalled
205450,FoulBall
2023,BallCalled
152842,BallCalled
163495,BallCalled
196071,InPlay
265520,InPlay
170506,StrikeCalled
207614,BallCalled
234952,StrikeSwinging
75632,StrikeSwinging
197012,StrikeSwinging
255336,InPlay
83448,FoulBall
194588,StrikeSwinging
35996,FoulBall
229107,StrikeSwinging
236927,BallCalled
125130,FoulBall
225550,FoulBall
254564,FoulBall
64552,BallCalled
48254,StrikeSwinging
202251,BallCalled
111802,InPlay
145891,BallCalled
146523,StrikeSwinging
132749,FoulBall
30900,FoulBall
225373,BallCalled
114758,BallCalled
66849,FoulBall
14253,BallCalled
3201,BallCalled
131935,FoulBall
266683,BallCalled
35826,InPlay
101398,BallCalled
156023,FoulBall
259260,BallCalled
132747,StrikeSwinging
181250,FoulBall
184633,FoulBall
154596,BallCalled
108254,BallCalled
204699,FoulBall
663,StrikeCalled
200651,BallCalled
170219,FoulBall
147283,BallCalled
136186,InPlay
33858,FoulBall
254780,BallCalled
46521,StrikeSwinging
133884,BallCalled
29831,BallCalled
248840,BallCalled
148398,BallCalled
39534,InPlay
15347,BallCalled
213260,InPlay
129745,BallCalled
236090,StrikeSwinging
167367,StrikeCalled
259341,StrikeCalled
155162,BallCalled
223650,StrikeCalled
67108,FoulBall
70093,FoulBall
152919,FoulBall
105960,BallCalled
169035,FoulBall
194756,FoulBall
232440,BallCalled
159660,BallCalled
254441,BallCalled
146999,InPlay
201581,FoulBall
83233,BallCalled
175028,StrikeCalled
165637,BallCalled
10151,FoulBall
129235,BallCalled
173524,InPlay
249065,StrikeSwinging
53297,StrikeSwinging
109523,BallCalled
167924,BallCalled
175669,FoulBall
153182,BallCalled
54730,StrikeSwinging
134136,StrikeCalled
71744,FoulBall
54979,StrikeCalled
258699,InPlay
70980,StrikeSwinging
129558,BallCalled
186207,FoulBall
104144,BallCalled
88970,BallCalled
3800,BallCalled
148931,StrikeCalled
163277,StrikeSwinging
49887,BallCalled
245291,FoulBall
245640,BallCalled
194040,BallCalled
69283,FoulBall
239227,BallCalled
146548,StrikeSwinging
101359,FoulBall
34811,FoulBall
216476,FoulBall
222090,StrikeSwinging
194106,BallCalled
201522,BallCalled
2970,InPlay
209484,InPlay
39775,BallCalled
141186,StrikeCalled
171110,StrikeCalled
227251,BallCalled
262176,StrikeSwinging
172358,FoulBall
242220,StrikeCalled
129899,FoulBall
105254,BallCalled
74227,FoulBall
265593,FoulBall
152768,FoulBall
141842,StrikeCalled
227069,BallCalled
207180,FoulBall
256207,StrikeCalled
261446,StrikeSwinging
72633,BallCalled
229216,InPlay
135071,BallCalled
109424,InPlay
251054,InPlay
14695,BallCalled
120198,StrikeCalled
338,FoulBall
144074,FoulBall
255303,BallCalled
147399,StrikeCalled
233461,BallCalled
9475,StrikeCalled
192389,FoulBall
243552,BallCalled
135151,InPlay
123389,BallCalled
71412,InPlay
104242,FoulBall
6731,FoulBall
242317,StrikeCalled
51670,FoulBall
35389,FoulBall
73953,FoulBall
162575,StrikeCalled
171451,BallCalled
224439,BallCalled
200754,BallCalled
241505,FoulBall
247351,StrikeSwinging
161131,StrikeSwinging
161112,FoulBall
32437,InPlay
12454,BallCalled
231425,FoulBall
70673,BallCalled
150579,StrikeCalled
181585,BallCalled
208372,BallCalled
221300,FoulBall
165172,FoulBall
253174,BallCalled
189781,StrikeCalled
166405,BallCalled
175394,StrikeCalled
50339,StrikeSwinging
31093,BallCalled
48244,InPlay
27068,InPlay
149987,FoulBall
152260,StrikeSwinging
97808,BallCalled
250992,StrikeCalled
80562,FoulBall
39284,StrikeCalled
52883,BallCalled
210227,InPlay
27665,FoulBall
199393,BallCalled
24219,BallCalled
251424,StrikeCalled
154925,InPlay
15895,StrikeSwinging
246007,StrikeCalled
192258,InPlay
68268,BallCalled
154866,StrikeSwinging
79309,BallCalled
114983,StrikeSwinging
20364,BallCalled
52454,InPlay
238492,BallCalled
105489,InPlay
221701,BallCalled
58741,InPlay
91365,InPlay
98771,InPlay
24548,FoulBall
66798,StrikeSwinging
152465,BallCalled
197726,StrikeCalled
211966,StrikeSwinging
68806,InPlay
179647,BallCalled
99744,InPlay
92917,BallCalled
155616,FoulBall
53359,StrikeSwinging
79224,FoulBall
197671,BallCalled
235559,StrikeCalled
211976,BallCalled
62588,BallCalled
197756,BallCalled
98297,BallCalled
175000,FoulBall
250028,StrikeSwinging
85129,BallCalled
182167,InPlay
186064,FoulBall
263192,BallCalled
84500,BallCalled
203074,FoulBall
62040,InPlay
194989,BallCalled
258193,InPlay
67776,BallCalled
252745,StrikeSwinging
175789,BallCalled
87009,StrikeCalled
36067,StrikeSwinging
14997,FoulBall
54237,InPlay
226180,StrikeCalled
9962,BallCalled
146673,StrikeCalled
26547,StrikeSwinging
39357,BallCalled
3642,BallCalled
39591,BallCalled
171180,StrikeSwinging
69045,StrikeCalled
53639,BallCalled
235974,BallCalled
106817,BallCalled
70099,BallCalled
116598,StrikeCalled
228049,InPlay
235862,StrikeCalled
6788,FoulBall
252348,StrikeCalled
183988,StrikeCalled
152565,BallCalled
114454,StrikeCalled
210130,BallCalled
23796,FoulBall
37667,FoulBall
49616,StrikeCalled
24174,InPlay
8020,BallCalled
39840,InPlay
211396,BallCalled
257582,FoulBall
112425,InPlay
90584,StrikeSwinging
263551,BallCalled
257171,BallCalled
41050,StrikeSwinging
231474,FoulBall
198213,InPlay
192536,InPlay
27735,BallCalled
231368,BallCalled
90862,BallCalled
100249,BallCalled
223412,FoulBall
82548,FoulBall
235481,BallCalled
133903,BallCalled
137358,BallCalled
141884,BallCalled
245298,InPlay
187420,FoulBall
204203,StrikeCalled
172312,BallCalled
237545,BallCalled
182898,FoulBall
185844,InPlay
110949,InPlay
92162,FoulBall
157778,StrikeSwinging
146604,StrikeSwinging
250199,StrikeCalled
54580,HitByPitch
196971,BallCalled
262678,FoulBall
102081,BallCalled
171898,BallCalled
104015,BallCalled
218149,StrikeSwinging
245700,StrikeSwinging
78203,InPlay
255244,FoulBall
239816,InPlay
57996,FoulBall
106551,InPlay
100819,StrikeCalled
12762,InPlay
146186,StrikeSwinging
149161,BallCalled
201871,BallCalled
120743,BallCalled
76330,InPlay
92932,StrikeSwinging
185375,FoulBall
194006,FoulBall
166920,InPlay
112191,InPlay
140496,StrikeCalled
194426,BallCalled
130713,StrikeSwinging
61690,BallCalled
168371,StrikeSwinging
33041,InPlay
225459,StrikeCalled
226083,BallCalled
230659,StrikeSwinging
173063,FoulBall
103122,StrikeCalled
215353,FoulBall
140289,StrikeCalled
107722,BallCalled
248048,BallCalled
183023,BallCalled
191346,InPlay
214131,BallCalled
179598,BallCalled
247152,StrikeSwinging
30992,StrikeSwinging
267968,InPlay
116395,BallCalled
151381,FoulBall
235718,InPlay
105562,BallCalled
14062,StrikeSwinging
120766,StrikeCalled
205306,InPlay
125102,BallCalled
47093,StrikeCalled
258768,StrikeCalled
242084,BallCalled
8057,StrikeCalled
48881,BallCalled
59771,InPlay
23085,FoulBall
236224,FoulBall
47383,FoulBall
186372,BallCalled
70526,BallCalled
132845,FoulBall
50511,StrikeCalled
240387,BallCalled
220192,BallCalled
206872,InPlay
97265,InPlay
205646,BallCalled
4663,StrikeSwinging
14911,FoulBall
10790,BallCalled
122200,BallCalled
51461,FoulBall
150941,FoulBall
24607,BallCalled
133993,StrikeSwinging
128648,BallCalled
52116,StrikeCalled
163403,BallCalled
262120,BallCalled
96301,FoulBall
84549,FoulBall
139682,StrikeSwinging
153116,BallCalled
168977,StrikeSwinging
143273,InPlay
187939,FoulBall
172283,StrikeSwinging
199218,BallCalled
160397,StrikeCalled
112991,StrikeCalled
31825,FoulBall
34158,StrikeSwinging
148992,StrikeCalled
234098,StrikeSwinging
160453,InPlay
6995,StrikeSwinging
57802,BallCalled
102423,BallCalled
114256,BallCalled
87825,StrikeCalled
99489,BallCalled
257749,StrikeSwinging
52879,BallCalled
9665,FoulBall
79767,FoulBall
88130,StrikeSwinging
144474,BallCalled
96462,StrikeSwinging
110758,StrikeSwinging
104055,BallCalled
159451,StrikeCalled
197143,StrikeCalled
104710,InPlay
34606,InPlay
96935,BallCalled
57286,StrikeCalled
8073,BallCalled
54106,BallCalled
246276,FoulBall
51100,InPlay
236373,FoulBall
139631,BallCalled
107827,InPlay
157823,StrikeCalled
193267,BallCalled
144387,StrikeCalled
120100,StrikeSwinging
260216,BallCalled
77581,BallCalled
150294,StrikeSwinging
10935,BallCalled
95278,InPlay
25098,StrikeSwinging
214143,StrikeSwinging
249095,BallCalled
226222,FoulBall
244306,FoulBall
112546,StrikeCalled
117058,BallCalled
208287,BallCalled
153854,StrikeCalled
32488,InPlay
122106,StrikeCalled
250856,StrikeCalled
175540,InPlay
229283,InPlay
195123,BallCalled
125344,BallCalled
253638,StrikeCalled
145915,BallCalled
88340,StrikeCalled
209590,StrikeSwinging
92272,BallCalled
143891,StrikeCalled
79965,StrikeSwinging
192219,InPlay
110410,FoulBall
61115,StrikeSwinging
244410,StrikeCalled
246524,BallCalled
159906,BallCalled
23974,BallCalled
258389,FoulBall
238511,StrikeCalled
217578,InPlay
51164,StrikeSwinging
264796,FoulBall
35660,StrikeCalled
174227,FoulBall
163841,FoulBall
186490,BallCalled
54842,InPlay
46381,BallCalled
49554,StrikeCalled
198805,BallCalled
126160,InPlay
42168,BallCalled
214785,BallCalled
92672,FoulBall
